LAT,LONG,Lng,Lat,Agency_Name,Address,Request_type,Description
43.0489191,-76.1517942,-76.1479,43.0093,"Garbage, Recycling & Graffiti","3138 Midland Ave Syracuse NY 13205, United States",Report Improperly Set Out Trash or Recycling (Illegal Setout),
43.0489191,-76.1517942,-76.1155,43.0393,"Garbage, Recycling & Graffiti","211 Clarke St Syracuse, New York, 13210",Report Litter on Private Land,Constituent called anonymously to report 10-15 bags of garbage on the side of this property. Stated that the bags have been there for weeks & have now been ripped open due the animals tearing the bags. 
43.0489191,-76.1517942,-76.1198,43.04,"Garbage, Recycling & Graffiti","Westcott Syracuse, New York",Report Improperly Set Out Trash or Recycling (Illegal Setout),Constituent called to report that the recycling and trash carts have been left out for multiple days in the Westcott area. 
43.0489191,-76.1517942,-76.1233,43.0382,"Garbage, Recycling & Graffiti","Lancaster Ave Syracuse, New York, 13210",Report Improperly Set Out Trash or Recycling (Illegal Setout),Constituent called to report that the recycling and trash carts have been left out for multiple days on this street. 
43.0489191,-76.1517942,-76.1397,42.9991,"Garbage, Recycling & Graffiti","111 Munson Dr Syracuse, New York, 13205",Report a Skipped Weekly Trash Pick Up,Skipped Thursday.  Still at curb.
43.0489191,-76.1517942,-76.1657,43.043,"Garbage, Recycling & Graffiti","525 Gifford St Syracuse, New York, 13204",Report a Skipped Weekly Trash Pick Up,Skipped friday.  Only got some of the street.
43.0489191,-76.1517942,-76.1761,43.036,"Garbage, Recycling & Graffiti","322 Rowland St Syracuse, New York, 13204",Report a Skipped Weekly Trash Pick Up,Skipped Friday.  Still out.
43.0489191,-76.1517942,-76.1872,43.0335,"Garbage, Recycling & Graffiti","1790–1798 W Onondaga St Syracuse NY 13204, United States",Report Litter on Public Land,
43.0489191,-76.1517942,-76.1732,43.0348,"Garbage, Recycling & Graffiti","311 Elliott St Syracuse NY 13204, United States",Report Improperly Set Out Trash or Recycling (Illegal Setout),
43.0489191,-76.1517942,-76.1437,43.0653,"Garbage, Recycling & Graffiti","106 Spring St Syracuse, New York, 13208",Report a Skipped Weekly Trash Pick Up,Skipped monday-still out
43.0489191,-76.1517942,-76.1202,43.0619,"Garbage, Recycling & Graffiti","502 Hixson Ave Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up,skipped tuesday
43.0489191,-76.1517942,-76.1706,43.039,"Garbage, Recycling & Graffiti","209 Davis St Syracuse, New York, 13204",Report Improperly Set Out Trash or Recycling (Illegal Setout),garbage can and recycling plus a couch on the curb.  Trash day is Friday morning.
43.0489191,-76.1517942,-76.1107,43.0625,"Garbage, Recycling & Graffiti","347 Forest Hill Dr Syracuse, New York, 13206",Sanitation Exempt Skipped,"Constituent says her trash was skipped, "
43.0489191,-76.1517942,-76.1703,43.0334,"Garbage, Recycling & Graffiti","510 Dudley St Syracuse, NY 13204, USA",Report Litter on Private Land,510 Dudley does not keep the property clean has mounds of trash on the side of the house that's blowing into the street does not clean the snow from their sidewalk which is forcing children people with disabilities wheelchairs and elderly people in the street
43.0489191,-76.1517942,-76.1313,43.0483,"Garbage, Recycling & Graffiti","1212east E Fayette St Syracuse NY 13210, United States",Report Improperly Set Out Trash or Recycling (Illegal Setout),
43.0489191,-76.1517942,-76.1054,43.0425,"Garbage, Recycling & Graffiti","2901–2913 E Genesee St Syracuse NY 13224, United States",Trash Can on Public Land,
43.0489191,-76.1517942,-76.1607,43.0712,"Garbage, Recycling & Graffiti","1102 Carbon St Syracuse NY 13208, United States",Report a Skipped Recycling Pick Up,
43.0489191,-76.1517942,-76.1624,43.0734,"Garbage, Recycling & Graffiti","1522 Spring St Syracuse, New York, 13208",Tires,4 tires
43.0489191,-76.1517942,-76.1467,43.0838,"Garbage, Recycling & Graffiti","349 Harford Rd Syracuse, New York, 13208",Sanitation Exempt Skipped,skipped Monday.  
43.0489191,-76.1517942,-76.1726,43.0359,"Garbage, Recycling & Graffiti","208 Rowland St Syracuse NY 13204, United States",Report a Skipped Recycling Pick Up,Can was out the night before 
43.0489191,-76.1517942,-76.1104,43.0482,"Garbage, Recycling & Graffiti","201 Fenway Dr Syracuse, New York, 13224",Sanitation Exempt Skipped,Constituent says her weekly trash was skipped. 
43.0489191,-76.1517942,-76.1662,43.0363,"Garbage, Recycling & Graffiti","208 Delaware St Syracuse, New York, 13204",Report a Skipped Recycling Pick Up,Constituent called to report their recycling as skipped. Skipped from Friday (1/3). 
43.0489191,-76.1517942,-76.1224,43.0575,"Garbage, Recycling & Graffiti","721 Teall Ave Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up,Constituent says her weekly trash was skipped. 
43.0489191,-76.1517942,-76.1103,43.0324,"Garbage, Recycling & Graffiti","730 Crawford Ave Syracuse, New York, 13224",Sanitation Exempt Skipped,Constituent says her trash was missing and the recycling was skipped. 
43.0489191,-76.1517942,-76.1611,43.0659,"Garbage, Recycling & Graffiti","310 Sunset Ave Syracuse, New York, 13208",Report a Skipped Recycling Pick Up,Constituent called to report their recycling as skipped. NO violations 
43.0489191,-76.1517942,-76.161,43.0658,"Garbage, Recycling & Graffiti","308 Sunset Ave Syracuse, New York, 13208",Report a Skipped Recycling Pick Up,Constituent called to report their trash as skipped. NO violations. 
43.0489191,-76.1517942,-76.1609,43.0658,"Garbage, Recycling & Graffiti","306 Sunset Ave Syracuse, New York, 13208",Report a Skipped Recycling Pick Up,Constituent called to report their recycling as skipped. No violations. 
43.0489191,-76.1517942,-76.1452,43.0689,"Garbage, Recycling & Graffiti","159 Griffiths St Syracuse, New York, 13208",Tires,4 tires. 
43.0489191,-76.1517942,-76.1138,43.0703,"Garbage, Recycling & Graffiti","213 North Ave Syracuse, New York, 13206",Report a Skipped Bulk Pick Up,Scheduled bulk skipped. 
43.0489191,-76.1517942,-76.13,43.048,"Garbage, Recycling & Graffiti","310 Pine St Syracuse, New York, 13210",Report a Skipped Recycling Pick Up,Constituent says his recycling was skipped. 
43.0489191,-76.1517942,-76.1273,43.0646,"Garbage, Recycling & Graffiti","149 Durston Ave Syracuse, New York, 13203",Report a Skipped Bulk Pick Up,"Skipped bulk item, recliner/chair. "
43.0489191,-76.1517942,-76.1135,43.0649,"Garbage, Recycling & Graffiti","237 Hickok Ave Syracuse, New York, 13206",Report a Skipped Bulk Pick Up,Futon scheduled in rubicon skipped. 
43.0489191,-76.1517942,-76.1279,43.0682,"Garbage, Recycling & Graffiti","210 Kline St Syracuse, New York, 13203",Report a Skipped Bulk Pick Up,"Skipped bulk, dresser. "
43.0489191,-76.1517942,-76.1097,43.0738,"Garbage, Recycling & Graffiti","308 Norwood Ave Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up,Constituent says her weekly trash was skipped. 
43.0489191,-76.1517942,-76.111,43.0485,"Garbage, Recycling & Graffiti","2317 E Fayette St Syracuse, New York, 13224",Report a Skipped Bulk Pick Up,Bulk requested in rubicon skipped. 
43.0489191,-76.1517942,-76.0971,43.0632,"Garbage, Recycling & Graffiti","131 Luddington St Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up,Skipped trash. 
43.0489191,-76.1517942,-76.1752,43.0338,"Garbage, Recycling & Graffiti","1301 W Onondaga St Syracuse, New York, 13204",Report a Skipped Weekly Trash Pick Up,Skipped trash and recycling from over the weekend. 
43.0489191,-76.1517942,-76.115,43.0455,"Garbage, Recycling & Graffiti","2317 E Genesee St Syracuse NY 13210, United States",Report Improperly Set Out Trash or Recycling (Illegal Setout),
43.0489191,-76.1517942,-76.1129,43.0573,"Garbage, Recycling & Graffiti","549 Hickok Ave Syracuse, NY, 13206, USA",Report Improperly Set Out Trash or Recycling (Illegal Setout),Two garbage bags have been left at the curb after trash cans were brought in - the city plow is going to hit these and trash will end up all up the street they are very close to the road. 
43.0489191,-76.1517942,-76.106,43.0673,"Garbage, Recycling & Graffiti","153 S Edwards Ave Syracuse, New York, 13206",Report a Skipped Recycling Pick Up,"Trash pick up skipped, can was out front, only recycling picked up"
43.0489191,-76.1517942,-76.1609,43.0174,"Garbage, Recycling & Graffiti","220 Valley Dr Syracuse, New York, 13207",Report a Skipped Bulk Pick Up,Constituent called to report their scheduled bulk pick up as skipped. No violations. 
43.0489191,-76.1517942,-76.093,43.0628,"Garbage, Recycling & Graffiti","362 Clover Ridge Dr Syracuse, New York, 13206",Report a Skipped Recycling Pick Up,Constituent called to report their recycling as skipped. No violations.  
43.0489191,-76.1517942,-76.1129,43.0573,"Garbage, Recycling & Graffiti","549 Hickok Ave Syracuse, New York, 13206",Report a Skipped Bulk Pick Up,Constituent called to report her scheduled bulk pick up as skipped. No violations. 
43.0489191,-76.1517942,-76.1425,43.0605,"Garbage, Recycling & Graffiti","113 S Alvord St Syracuse, New York, 13203",Report a Skipped Recycling Pick Up,Constituent called to report her recycling as skipped. No violations. 
43.0489191,-76.1517942,-76.1043,43.0484,"Garbage, Recycling & Graffiti","2712 E Fayette St Syracuse, New York, 13224",Sanitation Carts,Constituent says her trash cart was switched. The cart in front of her property belongs to 600 Seeley. She would like that cart replaced because squirrels have gotten into it and the wheel is missing. 
43.0489191,-76.1517942,-76.136,43.0645,"Garbage, Recycling & Graffiti","900 Oak St Syracuse, New York, 13203",Report a Skipped Weekly Trash Pick Up,Constituent called to report her trash as skipped. No violations. 
43.0489191,-76.1517942,-76.1204,43.0642,"Garbage, Recycling & Graffiti","200 Hixson Ave Syracuse, New York, 13206",Report a Skipped Bulk Pick Up,Skipped bulk trash. 
43.0489191,-76.1517942,-76.1347,43.0558,"Garbage, Recycling & Graffiti","343 Gertrude St Syracuse, New York, 13203",Report a Skipped Weekly Trash Pick Up,Skipped weekly trash. 
43.0489191,-76.1517942,-76.0992,43.062,"Garbage, Recycling & Graffiti","1200 Sunnycrest Rd Syracuse, New York, 13206",Report a Skipped Bulk Pick Up,Constituent was skipped per constituent. 
43.0489191,-76.1517942,-76.1241,43.058,"Garbage, Recycling & Graffiti","230 Robinson St Syracuse, New York, 13203",Report a Skipped Bulk Pick Up,Bulk scheduled in rubicon skipped.
43.0489191,-76.1517942,-76.1248,43.0617,"Garbage, Recycling & Graffiti","304 Wilson St Syracuse, New York, 13203",Report a Skipped Weekly Trash Pick Up,Skipped weekly trash. 
43.0489191,-76.1517942,-76.1393,43.0607,"Garbage, Recycling & Graffiti","351 Douglas St Syracuse, NY, 13203, USA",Report a Skipped Recycling Pick Up,Trash collected but recycling skipped 
43.0489191,-76.1517942,-76.119,43.0648,"Garbage, Recycling & Graffiti","180 Cook Ave Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up,Constituent called to report their trash as skipped. No violations.  
43.0489191,-76.1517942,-76.1049,43.0643,"Garbage, Recycling & Graffiti","272 S Midler Ave Syracuse, New York, 13206",Report a Skipped Recycling Pick Up,Constituent says her recycling was skipped. Driveway on glencove. 
43.0489191,-76.1517942,-76.0996,43.0674,"Garbage, Recycling & Graffiti","161 Plymouth Dr Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up,Constituent called to report their trash as skipped. No violations. 
43.0489191,-76.1517942,-76.1396,43.0623,"Garbage, Recycling & Graffiti","145 Jasper St Syracuse, New York, 13203",Report a Skipped Recycling Pick Up,Constituent says his recycling was skipped.
43.0489191,-76.1517942,-76.1234,43.0583,"Garbage, Recycling & Graffiti","329 Robinson St Syracuse, New York, 13203",Report a Skipped Bulk Pick Up,Skipped bulk trash. 
43.0489191,-76.1517942,-76.1429,43.0708,"Garbage, Recycling & Graffiti","1340 Butternut St Syracuse, New York, 13208",Report a Skipped Weekly Trash Pick Up,Constituent called to report their trash as skipped. No violations. 
43.0489191,-76.1517942,-76.1503,43.0778,"Garbage, Recycling & Graffiti","140 7th North St Syracuse, New York, 13208",Report a Skipped Weekly Trash Pick Up,Constituent called to report their trash as skipped. No violations. 
43.0489191,-76.1517942,-76.1869,43.0291,"Garbage, Recycling & Graffiti","309 Overlook Dr Syracuse, New York, 13207",Report a Skipped Recycling Pick Up,"Skipped recycling, week B. "
43.0489191,-76.1517942,-76.1223,43.0562,"Garbage, Recycling & Graffiti","615 Teall Ave Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up,Constituent called to report their trash as skipped. No violations.  
43.0489191,-76.1517942,-76.1008,43.0712,"Garbage, Recycling & Graffiti","1017 Tyson Pl Syracuse, New York, 13206",Report a Skipped Weekly Trash Pick Up,Constituent says 2 of the trash carts were not emptied. 
43.0489191,-76.1517942,-76.1408,43.0609,"Garbage, Recycling & Graffiti","209 Beecher St Syracuse, New York, 13203",Report a Skipped Weekly Trash Pick Up,looks like they took the rest of the blocks just not here.
43.0489191,-76.1517942,-76.1305,43.0547,"Garbage, Recycling & Graffiti","353 Elm St Syracuse, New York, 13203",Report a Skipped Bulk Pick Up,Constituent called to report her scheduled bulk pick up as skipped. No violations. 
43.0489191,-76.1517942,-76.0937,43.0623,"Garbage, Recycling & Graffiti","1624 Caleb Ave Syracuse, New York, 13206",Sanitation Exempt Skipped,"Skipped recycling, Medical exemption list. "
43.0489191,-76.1517942,-76.179,43.0301,"Garbage, Recycling & Graffiti","918 Stolp Ave Syracuse, New York, 13207",Report a Skipped Recycling Pick Up,Constituent says her weekly recycling was skipped. 
43.0489191,-76.1517942,-76.1196,43.06,"Garbage, Recycling & Graffiti","301 Kinne St Syracuse, New York, 13206",Report a Skipped Bulk Pick Up,Constituent called to report their scheduled bulk as skipped. No violations. Box spring. 
43.0489191,-76.1517942,-76.1346,43.0209,"Garbage, Recycling & Graffiti","Vincent St Syracuse, New York, 13210",Report Improperly Set Out Trash or Recycling (Illegal Setout),"Constituent called anonymously to report illegal setout of trash carts. Stated that there are both trash and recycling carts at the curb, stated they sit there all week and are never returned to the properties. "
43.0489191,-76.1517942,-76.144,42.9938,"Garbage, Recycling & Graffiti","5222 S Salina St Syracuse, New York, 13205",Report a Skipped Weekly Trash Pick Up,Constituent called to report his trash pick up as skipped from Thursday pick up. Constituent was advised to pull the cart back in for the weekend and place it back at the curb Sunday night for Monday morning collection. 
43.0489191,-76.1517942,-76.1657,43.0148,"Garbage, Recycling & Graffiti","204 Lynch Ave Syracuse, New York, 13207",Report Improperly Set Out Trash or Recycling (Illegal Setout),"Constituent called to report that this property is putting bagged trash in their recycling cart and leaving the cart out past their trash date, leaving trash loose on property, and shifting the cans over onto neighbor's property. "
43.0489191,-76.1517942,-76.1889,43.0455,"Garbage, Recycling & Graffiti","612 Tompkins St Syracuse, New York, 13204",Report a Skipped Weekly Trash Pick Up,Constituent called to report their trash as skipped. No violations. 
43.0489191,-76.1517942,-76.1219,43.056,"Garbage, Recycling & Graffiti","608 Teall Ave Syracuse, New York, 13206",Yard Waste,"Christmas tree yard waste was not picked up. I thought it was delayed due to the snow, but it has been there since January 4th. Can someone please pick it up? Thank you!"
43.0489191,-76.1517942,-76.1372,43.0622,"Garbage, Recycling & Graffiti","202 Jasper St Syracuse, New York, 13203",Report a Skipped Recycling Pick Up,Constituent called to report her recycling as skipped. No violations. 
43.0489191,-76.1517942,-76.1703,43.0334,"Garbage, Recycling & Graffiti","510 Dudley St Syracuse, NY 13204, USA",Report Litter on Private Land,Trash on the side of the building causing rats and roaches to 1000 Bellevue Avenue Tentants on the back of the building  smell trash and are seeing mice and roaches from that trash. The owner does not clean sidewalks and people have to walk in street 
43.0489191,-76.1517942,-76.143,42.9892,"Garbage, Recycling & Graffiti","135 Richfield Ave Syracuse, New York, 13205",Report a Skipped Weekly Trash Pick Up,Constituent called to report their trash as skipped. No violations. 
43.0489191,-76.1517942,-76.1244,43.0727,"Garbage, Recycling & Graffiti","537 Grant Blvd Syracuse, New York, 13203",Report a Skipped Recycling Pick Up,Constituent emailed cityline reporting that his bulk recycling skipped. Supposed to be picked up on (1/7). Constituent was advised to place the cart out again on Tuesday (1/14) per sanitation. 
43.0489191,-76.1517942,-76.1721,43.051,"Garbage, Recycling & Graffiti","513 Wilkinson St Syracuse, New York, 13204",Report Improperly Set Out Trash or Recycling (Illegal Setout),"Constituent called to report that this address has left the recycle carts out for weeks, and continuing to pile up and now the items in the carts are ending up on neighbor's property. "
43.0489191,-76.1517942,-76.1567,43.0436,"Garbage, Recycling & Graffiti","206 Gifford St Syracuse, New York, 13202",Report a Skipped Weekly Trash Pick Up,Constituent called to report their trash as skipped. No violations. 
43.0489191,-76.1517942,-76.1305,43.0234,"Garbage, Recycling & Graffiti","224 Harriette Ave Syracuse, New York, 13210",Sanitation Exempt Skipped,Constituent called to report their trash as skipped. No violations. 
43.0489191,-76.1517942,-76.14,43.0053,"Garbage, Recycling & Graffiti","306 E Glen Ave Syracuse, New York, 13205",Report a Skipped Weekly Trash Pick Up,Constituent called to report their trash as skipped. No violations. 
43.0489191,-76.1517942,-76.1139,43.0576,"Garbage, Recycling & Graffiti","429 Vann St Syracuse, New York, 13206",Yard Waste,Constituent says her tree was skipped. 
43.0489191,-76.1517942,-76.1128,43.0336,"Garbage, Recycling & Graffiti","640 Cumberland Ave Syracuse, New York, 13210",Yard Waste,Constituent says plow partial cover tree. 
43.0489191,-76.1517942,-76.1379,42.9938,"Garbage, Recycling & Graffiti","322 Sunrise Dr Syracuse, New York, 13205",Report a Skipped Weekly Trash Pick Up,Constituent says his weekly trash was skipped. 
43.0489191,-76.1517942,-76.1589,43.065,"Garbage, Recycling & Graffiti","205 Danforth St Syracuse, NY, 13208, USA",Report Improperly Set Out Trash or Recycling (Illegal Setout),
43.0489191,-76.1517942,-76.1598,43.0385,"Garbage, Recycling & Graffiti","627 W Onondaga St Syracuse NY 13204, United States",Report Improperly Set Out Trash or Recycling (Illegal Setout),
43.0489191,-76.1517942,-76.1779,43.0216,"Garbage, Recycling & Graffiti","1130–1150 Glenwood Ave Syracuse NY 13207, United States",Report Litter on Public Land,Newspapers littered along the street 
43.0489191,-76.1517942,-76.1639,43.022,"Garbage, Recycling & Graffiti","131 Annetta St Syracuse, New York, 13207",Report a Skipped Recycling Pick Up,Constituent called to report their recycling as skipped. No violations. 
43.0489191,-76.1517942,-76.138,42.9961,"Garbage, Recycling & Graffiti","122 N Cheltenham Rd Syracuse, New York, 13205",Sanitation Exempt Skipped,Constituent called to report their trash as skipped. No violations. 
43.0489191,-76.1517942,-76.1647,43.0219,"Garbage, Recycling & Graffiti","153 Annetta St Syracuse, New York, 13207",Report a Skipped Recycling Pick Up,Constituent called to report their recycling as skipped. No violations.
43.0489191,-76.1517942,-76.144,42.9887,"Garbage, Recycling & Graffiti","5605 S Salina St Syracuse, New York, 13205",Report a Skipped Weekly Trash Pick Up,Constituent says her neighbors trash was also skipped. 
43.0489191,-76.1517942,-76.1184,43.0345,"Garbage, Recycling & Graffiti","935 Westcott St Syracuse NY 13210, United States",Report Improperly Set Out Trash or Recycling (Illegal Setout),Trash has spilled out of tipped recycling bin. Bin is still at curb mid-day the day after pick-up on Westcott. This block of Westcott has (and always has) many bins that are not taken in. It would be great to have a general solution to trash set outs in this neighborhood (Westcott from Euclid to Broad). The carts are a great solution but in this neighborhood (along with Lancaster and Ackerman between Euclid and Broad) they are rarely moved from curbside. 
43.0489191,-76.1517942,-76.1382,43.0474,"Garbage, Recycling & Graffiti","825 E Genesee St Syracuse, NY 13210, USA",Tires,discarded tire on curb
43.0489191,-76.1517942,-76.1115,43.0253,"Garbage, Recycling & Graffiti","512 Nottingham Rd Syracuse, New York, 13210",Report a Skipped Bulk Pick Up,Constituent called to report her scheduled bulk pick up as skipped. Constituent moved the bulk trash in the trash cart now. No violations. 
43.0489191,-76.1517942,-76.149,43.028,"Garbage, Recycling & Graffiti","201 Mclennan Ave Syracuse, New York, 13205",Report a Skipped Bulk Pick Up,Bulk requested in rubicon skipped. 
43.0489191,-76.1517942,-76.1478,43.0223,"Garbage, Recycling & Graffiti","328 Warner Ave Syracuse, New York, 13205",Report a Skipped Weekly Trash Pick Up,Constituent says her weekly trash was skipped. 
43.0489191,-76.1517942,-76.1135,43.0449,"Garbage, Recycling & Graffiti","2428 E Genesee St Syracuse, New York, 13210",Report a Skipped Bulk Pick Up,Box spring skipped. Scheduled in rubicon. 
43.0489191,-76.1517942,-76.1645,43.0329,"Garbage, Recycling & Graffiti","203 Onondaga Ave Syracuse, New York, 13207",Report a Skipped Weekly Trash Pick Up,Constituent says her weekly trash was skipped. 
